"Search Terms","Committee on Foreign relations"
"Total Count","36336"
"index","collection","packageId","granuleId","title","detailsLink","pdfLink","htmlLink","xmlLink","otherLink1","otherLink2","teaser","historical","publishdate"
"608","Congressional Recor","CREC-1997-04-16","CREC-1997-04-16-pt1-PgD348","Daily Digest/COMMITTEE MEETINGS FOR 1997-04-17","https://www.govinfo.gov/app/details/CREC-1997-04-16/CREC-1997-04-16-pt1-PgD348","https://www.govinfo.gov/content/pkg/CREC-1997-04-16/pdf/CREC-1997-04-16-pt1-PgD348.pdf","https://www.govinfo.gov/content/pkg/CREC-1997-04-16/html/CREC-1997-04-16-pt1-PgD348.htm","","","","and Forestry, to hold hearings on crop and revenue insurance issues, 9 a.m., SR-332. Committee on Appropriations, Subcommittee on Interior, to hold hearings on proposed budget estimates for fiscal year 1998 for the Forest Service of the Department of Agriculture, 9 a.m., SD-192. Subcommittee on Treasury, Postal Service, and General Government, to ...","","1997-04-16"
"609","Congressional Recor","CREC-2014-04-28","CREC-2014-04-28-pt1-PgE611","SENATE COMMITTEE MEETINGS","https://www.govinfo.gov/app/details/CREC-2014-04-28/CREC-2014-04-28-pt1-PgE611","https://www.govinfo.gov/content/pkg/CREC-2014-04-28/pdf/CREC-2014-04-28-pt1-PgE611.pdf","https://www.govinfo.gov/content/pkg/CREC-2014-04-28/html/CREC-2014-04-28-pt1-PgE611.htm","","",""," schedule of all meetings and hearings of Senate committees, subcommittees, joint committees, and committees of conference. This title requires all such committees to notify the Office of the Senate Daily Digest--designated by the Rules Committee--of the time, place and purpose of the meetings, when scheduled and any cancellations or ...","","2014-04-28"
"610","Congressional Record (Bound Edition)","CRECB-2014-pt5","CRECB-2014-pt5-Pg6327-3","SENATE COMMITTEE MEETINGS","https://www.govinfo.gov/app/details/CRECB-2014-pt5/CRECB-2014-pt5-Pg6327-3","https://www.govinfo.gov/content/pkg/CRECB-2014-pt5/pdf/CRECB-2014-pt5-Pg6327-3.pdf","https://www.govinfo.gov/content/pkg/CRECB-2014-pt5/html/CRECB-2014-pt5-Pg6327-3.htm","","",""," schedule of all meetings and hearings of Senate committees, subcommittees, joint committees, and committees of conference. This title requires all such committees to notify the Office of the Senate Daily Digest--designated by the Rules Committee--of the time, place and purpose of the meetings, when scheduled and any cancellations or ...","","2014-04-28"
"611","Congressional Recor","CREC-2017-05-02","CREC-2017-05-02-pt1-PgD482","Daily Digest/COMMITTEE MEETINGS FOR 2017-05-03","https://www.govinfo.gov/app/details/CREC-2017-05-02/CREC-2017-05-02-pt1-PgD482","https://www.govinfo.gov/content/pkg/CREC-2017-05-02/pdf/CREC-2017-05-02-pt1-PgD482.pdf","https://www.govinfo.gov/content/pkg/CREC-2017-05-02/html/CREC-2017-05-02-pt1-PgD482.htm","","",""," on Department of Defense, to hold hearings to examine defense innovation and research funding, 10:30 a.m., SD-192. Committee on Armed Services: Subcommittee on Emerging Threats and Capabilities, to hold hearings to examine Department of Defense laboratories and their contributions to military operations and readiness, 10 a.m., SR-222. ...","","2017-05-02"
"612","Congressional Recor","CREC-2017-06-19","CREC-2017-06-19-pt1-PgD670-4","Daily Digest/COMMITTEE MEETINGS FOR 2017-06-20","https://www.govinfo.gov/app/details/CREC-2017-06-19/CREC-2017-06-19-pt1-PgD670-4","https://www.govinfo.gov/content/pkg/CREC-2017-06-19/pdf/CREC-2017-06-19-pt1-PgD670-4.pdf","https://www.govinfo.gov/content/pkg/CREC-2017-06-19/html/CREC-2017-06-19-pt1-PgD670-4.htm","","",""," on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies, to hold hearings to examine proposed budget estimates and justification for fiscal year 2018 for the Food and Drug Administration, 10:30 a.m., SD-192. Subcommittee on Financial Services and General Government, to hold hearings to examine proposed budget ...","","2017-06-19"
"613","Congressional Recor","CREC-1995-08-10","CREC-1995-08-10-pt1-PgS12297","THE DEPARTMENT OF DEFENSE APPROPRIATIONS ACT, 1996","https://www.govinfo.gov/app/details/CREC-1995-08-10/CREC-1995-08-10-pt1-PgS12297","https://www.govinfo.gov/content/pkg/CREC-1995-08-10/pdf/CREC-1995-08-10-pt1-PgS12297.pdf","https://www.govinfo.gov/content/pkg/CREC-1995-08-10/html/CREC-1995-08-10-pt1-PgS12297.htm","","","",", and Mr. Kerrey) proposed an amendment to the bill, S. 1087, supra; as follows: On page 81, strike out lines 16 through 23, and insert in lieu thereof the following: Sec. 8082. (a) In addition to the amounts appropriated in title I for military personnel, funds are hereby appropriated, out of any money in the Treasury not otherwise appropriated, ...","","1995-08-10"
"614","Congressional Recor","CREC-2006-05-10","CREC-2006-05-10-pt1-PgD468","Daily Digest/COMMITTEE MEETINGS FOR 2006-05-11","https://www.govinfo.gov/app/details/CREC-2006-05-10/CREC-2006-05-10-pt1-PgD468","https://www.govinfo.gov/content/pkg/CREC-2006-05-10/pdf/CREC-2006-05-10-pt1-PgD468.pdf","https://www.govinfo.gov/content/pkg/CREC-2006-05-10/html/CREC-2006-05-10-pt1-PgD468.htm","","",""," Forestry: to hold hearings to examine Department of Agriculture's national response plan to detect and control the potential spread of Avian Influenza into the United States, 10:30 a.m., SD-106. Committee on the Budget: to hold hearings to examine the nomination of Robert J. Portman, of Ohio, to be Director of the Office of Management and Budget,...","","2006-05-10"
"615","Congressional Recor","CREC-2003-09-24","CREC-2003-09-24-pt1-PgD1041","Daily Digest/COMMITTEE MEETINGS FOR 2003-09-25","https://www.govinfo.gov/app/details/CREC-2003-09-24/CREC-2003-09-24-pt1-PgD1041","https://www.govinfo.gov/content/pkg/CREC-2003-09-24/pdf/CREC-2003-09-24-pt1-PgD1041.pdf","https://www.govinfo.gov/content/pkg/CREC-2003-09-24/html/CREC-2003-09-24-pt1-PgD1041.htm","","",""," hearings to examine the President's fiscal year 2004 supplemental request for Iraq and Afghanistan, 2 p.m., SD-106. Committee on Armed Services: to hold hearings to examine ongoing operations and reconstruction efforts in Iraq, 9:30 a.m., SH-216. Committee on Banking, Housing, and Urban Affairs: to hold hearings to examine counterterror ...","","2003-09-24"
"616","Congressional Recor","CREC-2003-04-29","CREC-2003-04-29-pt1-PgD420","Daily Digest/COMMITTEE MEETINGS FOR 2003-04-30","https://www.govinfo.gov/app/details/CREC-2003-04-29/CREC-2003-04-29-pt1-PgD420","https://www.govinfo.gov/content/pkg/CREC-2003-04-29/pdf/CREC-2003-04-29-pt1-PgD420.pdf","https://www.govinfo.gov/content/pkg/CREC-2003-04-29/html/CREC-2003-04-29-pt1-PgD420.htm","","",""," on Labor, Health and Human Services, and Education, to hold hearings to examine health care access and affordability, 9:30 a.m., SD-124. Subcommittee on Homeland Security, to hold hearings to examine proposed budget estimates for fiscal year 2004 for Homeland Security, 10 a.m., SD-106. Subcommittee on District of Columbia, to hold hearings to...","","2003-04-29"
"617","Congressional Recor","CREC-2003-02-11","CREC-2003-02-11-pt1-PgD116-2","Daily Digest/COMMITTEE MEETINGS FOR 2003-02-12","https://www.govinfo.gov/app/details/CREC-2003-02-11/CREC-2003-02-11-pt1-PgD116-2","https://www.govinfo.gov/content/pkg/CREC-2003-02-11/pdf/CREC-2003-02-11-pt1-PgD116-2.pdf","https://www.govinfo.gov/content/pkg/CREC-2003-02-11/html/CREC-2003-02-11-pt1-PgD116-2.htm","","",""," hearings to examine the current and future worldwide threats to the national security of the United States; to be followed by a closed meeting to be held in SH- 219, 9:30 a.m., SH-216. Committee on Commerce, Science, and Transportation: to hold joint hearings with the House Committee on Science Subcommittee on Space and Aeronautics to examine ...","","2003-02-11"
"618","Congressional Recor","CREC-2002-06-10","CREC-2002-06-10-pt1-PgD588-4","Daily Digest/COMMITTEE MEETINGS FOR 2002-06-11","https://www.govinfo.gov/app/details/CREC-2002-06-10/CREC-2002-06-10-pt1-PgD588-4","https://www.govinfo.gov/content/pkg/CREC-2002-06-10/pdf/CREC-2002-06-10-pt1-PgD588-4.pdf","https://www.govinfo.gov/content/pkg/CREC-2002-06-10/html/CREC-2002-06-10-pt1-PgD588-4.htm","","",""," on District of Columbia, to hold hearings on proposed budget estimates for fiscal year 2003 for the government of the District of Columbia, focusing on the Anacostia Waterfront Initiative, 9:30 a.m., SD-192. Committee on Commerce, Science, and Transportation: to hold hearings to examine spectrum management, focusing on improving the management ...","","2002-06-10"
"619","Congressional Recor","CREC-1997-07-15","CREC-1997-07-15-pt1-PgD760","Daily Digest/COMMITTEE MEETINGS FOR 1997-07-16","https://www.govinfo.gov/app/details/CREC-1997-07-15/CREC-1997-07-15-pt1-PgD760","https://www.govinfo.gov/content/pkg/CREC-1997-07-15/pdf/CREC-1997-07-15-pt1-PgD760.pdf","https://www.govinfo.gov/content/pkg/CREC-1997-07-15/html/CREC-1997-07-15-pt1-PgD760.htm","","","","and Forestry, to hold hearings to examine the importance of alternative fuels in addressing future national security concerns, focusing on agriculture's vulnerability to energy price volatility, the contribution of home-grown renewable alternative fuels, and the role of new technologies in making agriculture more energy efficient while increasing ...","","1997-07-15"
"620","Congressional Recor","CREC-1996-07-16","CREC-1996-07-16-pt1-PgD748","Daily Digest/COMMITTEE MEETINGS FOR 1996-07-17","https://www.govinfo.gov/app/details/CREC-1996-07-16/CREC-1996-07-16-pt1-PgD748","https://www.govinfo.gov/content/pkg/CREC-1996-07-16/pdf/CREC-1996-07-16-pt1-PgD748.pdf","https://www.govinfo.gov/content/pkg/CREC-1996-07-16/html/CREC-1996-07-16-pt1-PgD748.htm","","",""," Affairs, to hold hearings on S. 1009, to prohibit the fraudulent production, sale, transportation, or possession of fictitious items purporting to be valid financial instruments of the United States, foreign governments, States, political subdivisions, or private organizations, and to increase the penalties for counterfeiting violations, 10 a.m...","","1996-07-16"
"621","Congressional Recor","CREC-2008-04-07","CREC-2008-04-07-pt1-PgD384-4","Daily Digest/COMMITTEE MEETINGS FOR 2008-04-08","https://www.govinfo.gov/app/details/CREC-2008-04-07/CREC-2008-04-07-pt1-PgD384-4","https://www.govinfo.gov/content/pkg/CREC-2008-04-07/pdf/CREC-2008-04-07-pt1-PgD384-4.pdf","https://www.govinfo.gov/content/pkg/CREC-2008-04-07/html/CREC-2008-04-07-pt1-PgD384-4.htm","","",""," on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies, to hold hearings to examine proposed budget estimates for fiscal year 2009 for the Department of Agriculture, 10 a.m., SD-192. Committee on Armed Services: to hold hearings to examine the situation in Iraq and progress made by the Government of Iraq in meeting...","","2008-04-07"
"622","Congressional Recor","CREC-1995-02-02","CREC-1995-02-02-pt1-PgD129-2","Daily Digest/Senate Committee Meetings","https://www.govinfo.gov/app/details/CREC-1995-02-02/CREC-1995-02-02-pt1-PgD129-2","https://www.govinfo.gov/content/pkg/CREC-1995-02-02/pdf/CREC-1995-02-02-pt1-PgD129-2.pdf","https://www.govinfo.gov/content/pkg/CREC-1995-02-02/html/CREC-1995-02-02-pt1-PgD129-2.htm","","",""," resumed hearings to examine the management and budgetary situation at the Department of Housing and Urban Development, receiving testimony from Nicholas P. Retsinas, Assistant Secretary of Housing and Urban Development and Federal Housing Commissioner; Mayor Steve Bartlett, Dallas, Texas, on behalf of the Conference of Mayors; Richard G. Grose, ...","","1995-02-02"
"623","Congressional Recor","CREC-2009-10-07","CREC-2009-10-07-pt1-PgD1148","Daily Digest/COMMITTEE MEETINGS FOR 2009-10-08","https://www.govinfo.gov/app/details/CREC-2009-10-07/CREC-2009-10-07-pt1-PgD1148","https://www.govinfo.gov/content/pkg/CREC-2009-10-07/pdf/CREC-2009-10-07-pt1-PgD1148.pdf","https://www.govinfo.gov/content/pkg/CREC-2009-10-07/html/CREC-2009-10-07-pt1-PgD1148.htm","","",""," Affairs: to hold hearings to examine the future of the mortgage market and the housing enterprises, 9:30 a.m., SD-538. Committee on Energy and Natural Resources: business meeting to consider any pending nominations; to be immediately followed by a hearing to examine the nominations of Marcia K. McNutt, of California, to be Director of the ...","","2009-10-07"
"624","Congressional Recor","CREC-1998-03-24","CREC-1998-03-24-pt1-PgD296-2","Daily Digest/COMMITTEE MEETINGS FOR 1998-03-25","https://www.govinfo.gov/app/details/CREC-1998-03-24/CREC-1998-03-24-pt1-PgD296-2","https://www.govinfo.gov/content/pkg/CREC-1998-03-24/pdf/CREC-1998-03-24-pt1-PgD296-2.pdf","https://www.govinfo.gov/content/pkg/CREC-1998-03-24/html/CREC-1998-03-24-pt1-PgD296-2.htm","","",""," on Airland Forces, to resume hearings on proposed legislation authorizing funds for fiscal year 1999 for the Department of Defense and the future years defense program, focusing on tactical aviation modernization, 10 a.m., SR- 222. Full Committee, to hold hearings to examine the situation in the Persian Gulf, 2 p.m., SR-222. Committee on ...","","1998-03-24"
"625","Congressional Recor","CREC-2002-09-23","CREC-2002-09-23-pt1-PgH6422-3","CONFERENCE REPORT ON H.R. 1646","https://www.govinfo.gov/app/details/CREC-2002-09-23/CREC-2002-09-23-pt1-PgH6422-3","https://www.govinfo.gov/content/pkg/CREC-2002-09-23/pdf/CREC-2002-09-23-pt1-PgH6422-3.pdf","https://www.govinfo.gov/content/pkg/CREC-2002-09-23/html/CREC-2002-09-23-pt1-PgH6422-3.htm","","","","for the Department of State for fiscal years 2002 and 2003, and for other purposes: Conference Report (H. Rept. 107-671) The committee of conference on the disagreeing votes of the two Houses on the amendment of the Senate to the bill (H.R. 1646), to authorize appropriations for the Department of State for fiscal years 2002 and 2003, and for other ...","","2002-09-23"
"626","Congressional Recor","CREC-2003-03-20","CREC-2003-03-20-pt2-PgS4166","SUBMISSION OF CONCURRENT AND SENATE RESOLUTIONS","https://www.govinfo.gov/app/details/CREC-2003-03-20/CREC-2003-03-20-pt2-PgS4166","https://www.govinfo.gov/content/pkg/CREC-2003-03-20/pdf/CREC-2003-03-20-pt2-PgS4166.pdf","https://www.govinfo.gov/content/pkg/CREC-2003-03-20/html/CREC-2003-03-20-pt2-PgS4166.htm","","","","as indicated: By Mr. FRIST (for himself, Mr. Daschle, Mr. Warner, Mr. Levin, Mr. McConnell, Mr. Reid, Mr. Akaka, Mr. Alexander, Mr. Allard, Mr. Allen, Mr. Baucus, Mr. Bayh, Mr. Bennett, Mr. Biden, Mr. Bingaman, Mr. Bond, Mrs. Boxer, Mr. Breaux, Mr. Brownback, Mr. Bunning, Mr. Burns, Mr. Campbell, Ms. Cantwell, Mr. Carper, Mr. Chafee, Mr. Chambliss,...","","2003-03-20"
"627","Congressional Recor","CREC-2014-03-31","CREC-2014-03-31-pt1-PgE471","SENATE COMMITTEE MEETINGS","https://www.govinfo.gov/app/details/CREC-2014-03-31/CREC-2014-03-31-pt1-PgE471","https://www.govinfo.gov/content/pkg/CREC-2014-03-31/pdf/CREC-2014-03-31-pt1-PgE471.pdf","https://www.govinfo.gov/content/pkg/CREC-2014-03-31/html/CREC-2014-03-31-pt1-PgE471.htm","","",""," schedule of all meetings and hearings of Senate committees, subcommittees, joint committees, and committees of conference. This title requires all such committees to notify the Office of the Senate Daily Digest--designated by the Rules Committee--of the time, place and purpose of the meetings, when scheduled and any cancellations or ...","","2014-03-31"
"628","Congressional Record (Bound Edition)","CRECB-2005-pt6","CRECB-2005-pt6-Pg7611-5","EMERGENCY SUPPLEMENTAL APPROPRIATIONS ACT, 2005","https://www.govinfo.gov/app/details/CRECB-2005-pt6/CRECB-2005-pt6-Pg7611-5","https://www.govinfo.gov/content/pkg/CRECB-2005-pt6/pdf/CRECB-2005-pt6-Pg7611-5.pdf","https://www.govinfo.gov/content/pkg/CRECB-2005-pt6/html/CRECB-2005-pt6-Pg7611-5.htm","","",""," House of Representatives (H.R. 1268) entitled ``An Act making emergency supplemental appropriations for the fiscal year ending September 30, 2005, to establish and rapidly implement regulations for State driver's license and identification document security standards, to prevent terrorists from abusing the asylum laws of the United States, to ...","","2005-04-25"
"629","Congressional Recor","CREC-2005-04-25","CREC-2005-04-25-pt1-PgS4195-3","EMERGENCY SUPPLEMENTAL APPROPRIATIONS ACT, 2005","https://www.govinfo.gov/app/details/CREC-2005-04-25/CREC-2005-04-25-pt1-PgS4195-3","https://www.govinfo.gov/content/pkg/CREC-2005-04-25/pdf/CREC-2005-04-25-pt1-PgS4195-3.pdf","https://www.govinfo.gov/content/pkg/CREC-2005-04-25/html/CREC-2005-04-25-pt1-PgS4195-3.htm","","",""," House of Representatives (H.R. 1268) entitled ``An Act making emergency supplemental appropriations for the fiscal year ending September 30, 2005, to establish and rapidly implement regulations for State driver's license and identification document security standards, to prevent terrorists from abusing the asylum laws of the United States, to ...","","2005-04-25"
"630","Congressional Recor","CREC-2011-05-03","CREC-2011-05-03-pt1-PgD442","Daily Digest/COMMITTEE MEETINGS FOR 2011-05-04","https://www.govinfo.gov/app/details/CREC-2011-05-03/CREC-2011-05-03-pt1-PgD442","https://www.govinfo.gov/content/pkg/CREC-2011-05-03/pdf/CREC-2011-05-03-pt1-PgD442.pdf","https://www.govinfo.gov/content/pkg/CREC-2011-05-03/html/CREC-2011-05-03-pt1-PgD442.htm","","",""," on Departments of Labor, Health and Human Services, and Education, and Related Agencies, to hold hearings to examine proposed budget estimates for fiscal year 2012 for the Department of Labor, 10 a.m., SD-124. Subcommittee on Financial Services and General Government, to hold hearings to examine proposed budget estimates and justification for ...","","2011-05-03"
